sektor_kodu,sektor_tanim,meslek_kodu,meslek_tanim,nace_code,nace_label,division,bucket,normalized_meslek,normalized_nace_label
D,AĞAÇ İŞLERİ,A.01,İkinci el eşya ticareti,47.79.04,"Kullanılmış mobilya, elektrikli ve elektronik ev eşyası perakende ticareti",47,trade,ikinci el eşya ticareti,kullanılmış mobilya elektrikli ve elektronik ev eşyası perakende ticareti
F,AĞAÇ İŞLERİ,A.01,İkinci el eşya ticareti,47.79.90,Diğer ikinci el eşya perakende ticareti (ikinci el motorlu kara taşıtları ve motosiklet parçaları hariç),47,trade,ikinci el eşya ticareti,diğer ikinci el eşya perakende ticareti ikinci el motorlu kara taşıtları ve motosiklet parçaları hariç
D,AĞAÇ İŞLERİ,A.01,İkinci el eşya ticareti,47.92.00,Uzmanlaşmış perakende ticaret için aracılık hizmeti faaliyetleri,47,trade,ikinci el eşya ticareti,uzmanlaşmış perakende ticaret için aracılık hizmeti faaliyetleri
D,AĞAÇ İŞLERİ,A.01,İkinci el eşya ticareti,77.22.99,"Başka yerde sınıflandırılmamış diğer kişisel ve ev eşyalarının kiralanması ve operasyonel leasingi (müzik aleti, giyim eşyası, mücevher vb. ile video kasetler, büro mobilyaları, eğlence ve spor ekipmanları hariç)",77,services,ikinci el eşya ticareti,başka yerde sınıflandırılmamış diğer kişisel ve ev eşyalarının kiralanması ve operasyonel leasingi müzik aleti giy eşyası mücevher vb ile video kasetler büro mobilyaları eğlence ve spor ekipmanları hariç
D,AĞAÇ İŞLERİ,A.02,Kerestecilik,02.40.01,"Ormanda ağaçların kesilmesi, dallarından temizlenmesi, soyulması vb. destekleyici faaliyetler",02,agriculture,kerestecilik,ormanda ağaçların kesilmesi dallarından temizlenmesi soyulması vb destekleyici faaliyetler
D,AĞAÇ İŞLERİ,A.02,Kerestecilik,02.40.02,"Ormanda kesilmiş ve temizlenmiş ağaçların taşınması, istiflenmesi ve yüklenmesi faaliyetleri",02,agriculture,kerestecilik,ormanda kesilmiş ve temizlenmiş ağaçların taşınması istiflenmesi ve yüklenmesi faaliyetleri
D,AĞAÇ İŞLERİ,A.02,Kerestecilik,16.11.01,"Kereste imalatı (ağaçların biçilmesi, planyalanması, rendelenmesi ve şekillendirilmesi faaliyetleri)",16,manufacturing,kerestecilik,kereste imalatı ağaçların biçilmesi planyalanması rendelenmesi ve şekillendirilmesi faaliyetleri
D,AĞAÇ İŞLERİ,A.02,Kerestecilik,16.12.00,Ahşabın işlenmesi ve bitirilmesi (bir ücret veya sözleşmeye dayalı olarak gerçekleştirilen),16,manufacturing,kerestecilik,ahşabın işlenmesi ve bitirilmesi bir ücret veya sözleşmeye dayalı olarak gerçekleştirilen
D,AĞAÇ İŞLERİ,A.02,Kerestecilik,46.13.02,Kereste ve kereste ürünlerinin toptan satışı ile ilgili aracıların faaliyetleri,46,trade,kerestecilik,kereste ve kereste ürünlerinin toptan satışı ile ilgili aracıların faaliyetleri
D,AĞAÇ İŞLERİ,A.02,Kerestecilik,46.83.02,Ağacın ilk işlenmesinden elde edilen ürünlerin toptan ticareti,46,trade,kerestecilik,ağacın ilk işlenmesinden elde edilen ürünlerin toptan ticareti
D,AĞAÇ İŞLERİ,A.02,Kerestecilik,46.83.12,"İşlenmemiş ağaç (tomruk-ham haldeki) toptan ticareti (orman ağaçları, endüstriyel odunlar vb.)",46,trade,kerestecilik,işlenmemiş ağaç tomruk ham haldeki toptan ticareti orman ağaçları endüstriyel odunlar vb
D,AĞAÇ İŞLERİ,A.02,Kerestecilik,47.52.10,"Ağacın ilk işlenmesinden elde edilen ürünlerin perakende ticareti (kereste, ağaç talaşı ve yongası, kontrplak, yonga ve lifli levhalar (mdf, sunta vb.), parke, ahşap varil, fıçı ve diğer muhafazalar, vb.)",47,trade,kerestecilik,ağacın ilk işlenmesinden elde edilen ürünlerin perakende ticareti kereste ağaç talaşı ve yongası kontrplak yonga ve lifli levhalar mdf sunta vb parke ahşap varil fıçı ve diğer muhafazalar vb
D,AĞAÇ İŞLERİ,A.03,Marangozluk,16.11.02,Ahşap demir yolu veya tramvay traversi imalatı,16,manufacturing,marangozluk,ahşap demir yolu veya tramvay traversi imalatı
D,AĞAÇ İŞLERİ,A.03,Marangozluk,16.11.03,"Ağaç yünü, ağaç unu, ağaç talaşı, ağaç yonga imalatı",16,manufacturing,marangozluk,ağaç yünü ağaç unu ağaç talaşı ağaç yonga imalatı
D,AĞAÇ İŞLERİ,A.03,Marangozluk,16.11.04,Ahşap döşemelerin ve yer döşemelerinin imalatı (birleştirilebilir parkeler hariç),16,manufacturing,marangozluk,ahşap döşemelerin ve yer döşemelerinin imalatı birleştirilebilir parkeler hariç
D,AĞAÇ İŞLERİ,A.03,Marangozluk,16.21.01,"Ahşap, bambu ve diğer odunsu malzemelerden kaplamalık plaka, levha, vb. imalatı (yaprak halde) (preslenmemiş)",16,manufacturing,marangozluk,ahşap bambu ve diğer odunsu malzemelerden kaplamalık plaka levha vb imalatı yaprak halde preslenmemiş
J,AĞAÇ İŞLERİ,A.03,Marangozluk,16.21.02,"Sıkıştırılmış lif, tahta ve tabakalardan kontrplak, MDF, sunta, OSB, CLT vb. levha imalatı",16,manufacturing,marangozluk,sıkıştırılmış lif tahta ve tabakalardan kontrplak mdf sunta osb clt vb levha imalatı
D,AĞAÇ İŞLERİ,A.03,Marangozluk,16.22.01,Birleştirilmiş parke yer döşemelerinin imalatı,16,manufacturing,marangozluk,birleştirilmiş parke yer döşemelerinin imalatı
D,AĞAÇ İŞLERİ,A.03,Marangozluk,16.23.99,Başka yerde sınıflandırılmamış diğer inşaat doğrama ve marangozluk ürünleri imalatı,16,manufacturing,marangozluk,başka yerde sınıflandırılmamış diğer inşaat doğrama ve marangozluk ürünleri imalatı
D,AĞAÇ İŞLERİ,A.03,Marangozluk,16.24.02,"Palet, kutu palet ve diğer ahşap yükleme tablaları imalatı",16,manufacturing,marangozluk,palet kutu palet ve diğer ahşap yükleme tablaları imalatı
D,AĞAÇ İŞLERİ,A.03,Marangozluk,16.24.90,Diğer ahşap konteyner imalatı,16,manufacturing,marangozluk,diğer ahşap konteyner imalatı
D,AĞAÇ İŞLERİ,A.03,Marangozluk,16.25.00,Ahşap kapı ve pencere imalatı,16,manufacturing,marangozluk,ahşap kapı ve pencere imalatı
D,AĞAÇ İŞLERİ,A.03,Marangozluk,16.27.00,Ahşap ürünlerin bitirilmesi,16,manufacturing,marangozluk,ahşap ürünlerin bitirilmesi
D,AĞAÇ İŞLERİ,A.03,Marangozluk,16.28.01,"Ahşap mutfak ve sofra eşyası imalatı (kaşık, kepçe, spatula, bardak, havan, havan eli, tepsi vb.)",16,manufacturing,marangozluk,ahşap mutfak ve sofra eşyası imalatı kaşık kepçe spatula bardak havan havan eli tepsi vb
D,AĞAÇ İŞLERİ,A.03,Marangozluk,16.28.02,"Ahşap çerçeve ve ahşaptan diğer eşyaların imalatı (panolar, tuval için çerçeveler, ip vb. için makaralar, arı kovanları, köpek kulübeleri dahil)",16,manufacturing,marangozluk,ahşap çerçeve ve ahşaptan diğer eşyaların imalatı panolar tuval için çerçeveler ip vb için makaralar arı kovanları köpek kulübeleri dahil
D,AĞAÇ İŞLERİ,A.03,Marangozluk,16.28.03,"Ahşaptan iş aletleri, alet gövdeleri, alet sapları, süpürge veya fırça gövdeleri ile sapları, ayakkabı kalıpları, ahşap mandal, elbise ve şapka askıları imalatı",16,manufacturing,marangozluk,ahşaptan iş aletleri alet gövdeleri alet sapları süpürge veya fırça gövdeleri ile sapları ayakkabı kalıpları ahşap mandal elbise ve şapka askıları imalatı
D,AĞAÇ İŞLERİ,A.03,Marangozluk,16.28.04,"Hasır veya diğer örme malzemesinden (kamış, saz, saman vb.) eşyaların imalatı ile sepet türü ve hasır işi eşyaların imalatı",16,manufacturing,marangozluk,hasır veya diğer örme malzemesinden kamış saz saman vb eşyaların imalatı ile sepet türü ve hasır işi eşyaların imalatı
D,AĞAÇ İŞLERİ,A.03,Marangozluk,16.28.05,"Sedef kakma ahşap işleri, kakma ile süslü ahşap eşyalar, mücevher için veya çatal-kaşık takımı ve benzeri eşyalar için ahşap kutular, ahşap biblo, heykel ve diğer süslerin imalatı",16,manufacturing,marangozluk,sedef kakma ahşap işleri kakma ile süslü ahşap eşyalar mücevher için veya çatal kaşık takımı ve benzeri eşyalar için ahşap kutular ahşap biblo heykel ve diğer süslerin imalatı
D,AĞAÇ İŞLERİ,A.03,Marangozluk,16.28.06,"Doğal mantarın işlenmesi, aglomera mantar imalatı ile bunlardan eşyaların imalatı",16,manufacturing,marangozluk,doğal mantarın işlenmesi aglomera mantar imalatı ile bunlardan eşyaların imalatı
D,AĞAÇ İŞLERİ,A.03,Marangozluk,16.28.99,"Başka yerde sınıflandırılmamış diğer ağaç ürünleri imalatı; mantardan, saz, saman ve benzeri örme malzemelerinden yapılmış ürünlerin imalatı",16,manufacturing,marangozluk,başka yerde sınıflandırılmamış diğer ağaç ürünleri imalatı mantardan saz saman ve benzeri örme malzemelerinden yapılmış ürünlerin imalatı
D,AĞAÇ İŞLERİ,A.03,Marangozluk,25.63.03,Ahşap ve diğer malzemelerden kalıp ve döküm modeli imalatı (kek ve ayakkabı kalıpları hariç),25,manufacturing,marangozluk,ahşap ve diğer malzemelerden kalıp ve dök modeli imalatı kek ve ayakkabı kalıpları hariç
A,AĞAÇ İŞLERİ,A.03,Marangozluk,32.99.07,"Şemsiyeler, güneş şemsiyeleri, baston ve koltuklu baston, koltuk değneği vb. imalatı (parçaları dahil)",32,manufacturing,marangozluk,şemsiyeler güneş şemsiyeleri baston ve koltuklu baston koltuk değneği vb imalatı parçaları dahil
D,AĞAÇ İŞLERİ,A.03,Marangozluk,32.99.11,Mantar can simitlerinin imalatı,32,manufacturing,marangozluk,mantar can simitlerinin imalatı
A,AĞAÇ İŞLERİ,A.03,Marangozluk,32.99.16,Yazı veya çizim tahtaları imalatı,32,manufacturing,marangozluk,yazı veya çiz tahtaları imalatı
A,AĞAÇ İŞLERİ,A.03,Marangozluk,46.49.05,"Hasır eşyalar, mantar eşyalar ve diğer ahşap ürünlerin toptan ticareti (ip vb. için makaralar dahil)",46,trade,marangozluk,hasır eşyalar mantar eşyalar ve diğer ahşap ürünlerin toptan ticareti ip vb için makaralar dahil
D,AĞAÇ İŞLERİ,A.03,Marangozluk,46.49.25,Arı kovanı toptan ticareti,46,trade,marangozluk,arı kovanı toptan ticareti
D,AĞAÇ İŞLERİ,A.03,Marangozluk,46.83.14,"Masif, lamine ve laminant parke toptan ticareti",46,trade,marangozluk,masif lamine ve laminant parke toptan ticareti
D,AĞAÇ İŞLERİ,A.03,Marangozluk,46.83.20,"Ahşap kapı, pencere ve bunların kasaları ile kapı eşiklerinin toptan ticareti",46,trade,marangozluk,ahşap kapı pencere ve bunların kasaları ile kapı eşiklerinin toptan ticareti
D,AĞAÇ İŞLERİ,A.03,Marangozluk,47.52.17,"Ahşap kapı, pencere ve bunların kasaları ile kapı eşiklerinin perakende ticareti",47,trade,marangozluk,ahşap kapı pencere ve bunların kasaları ile kapı eşiklerinin perakende ticareti
D,AĞAÇ İŞLERİ,A.03,Marangozluk,47.52.22,"Masif, lamine ve laminant parke perakende ticareti",47,trade,marangozluk,masif lamine ve laminant parke perakende ticareti
D,AĞAÇ İŞLERİ,A.03,Marangozluk,47.55.04,"Ahşap, mantar ve hasır eşyaların perakende ticareti (ahşap sofra ve mutfak eşyaları hariç)",47,trade,marangozluk,ahşap mantar ve hasır eşyaların perakende ticareti ahşap sofra ve mutfak eşyaları hariç
D,AĞAÇ İŞLERİ,A.04,Mobilya boyacılığı,31.00.06,"Mobilyaların boyanması, verniklenmesi, cilalanması vb. tamamlayıcı işlerin yapılması",31,manufacturing,mobilya boyacılığı,mobilyaların boyanması verniklenmesi cilalanması vb tamamlayıcı işlerin yapılması
D,AĞAÇ İŞLERİ,A.05,Mobilya döşemeciliği,31.00.05,Yatak ve yatak desteklerinin imalatı (kauçuk şişme yatak ve su yatağı hariç),31,manufacturing,mobilya döşemeciliği,yatak ve yatak desteklerinin imalatı kauçuk şişme yatak ve su yatağı hariç
K,AĞAÇ İŞLERİ,A.05,Mobilya döşemeciliği,31.00.08,"Sandalyelerin, koltukların vb. döşenmesi gibi tamamlayıcı işlerin yapılması (büro ve ev mobilyalarının yeniden kaplanması hariç)",31,manufacturing,mobilya döşemeciliği,sandalyelerin koltukların vb döşenmesi gibi tamamlayıcı işlerin yapılması büro ve ev mobilyalarının yeniden kaplanması hariç
K,AĞAÇ İŞLERİ,A.05,Mobilya döşemeciliği,95.24.01,Mobilyaların ve ev döşemelerinin onarım ve bakımı (halı ve kilim onarımı hariç),95,services,mobilya döşemeciliği,mobilyaların ve ev döşemelerinin onar ve bakımı halı ve kil onarımı hariç
K,AĞAÇ İŞLERİ,A.06,Mobilya imalatı,31.00.01,"Yatak odası, yemek odası, mutfak mobilyası, banyo dolabı, genç ve çocuk odası takımı, gardırop, vestiyer, vb. imalatı (gömme dolap, masa, zigon, vb. dahil)",31,manufacturing,mobilya imalatı,yatak odası yemek odası mutfak mobilyası banyo dolabı genç ve çocuk odası takımı gardırop vestiyer vb imalatı gömme dolap masa zigon vb dahil
K,AĞAÇ İŞLERİ,A.06,Mobilya imalatı,31.00.02,"Büro, okul, ibadethane, otel, lokanta, sinema, tiyatro vb. kapalı alanlar için mobilya imalatı (iskelet imalatı dahil; taş, beton, seramikten olanlar hariç)",31,manufacturing,mobilya imalatı,büro okul ibadethane otel lokanta sinema tiyatro vb kapalı alanlar için mobilya imalatı iskelet imalatı dahil taş beton seramikten olanlar hariç
K,AĞAÇ İŞLERİ,A.06,Mobilya imalatı,31.00.03,"Sandalye, koltuk, kanepe, oturma takımı, çekyat, divan, markiz, vb. imalatı (iskelet imalatı dahil; plastik olanlar ile bürolarda ve park ve bahçelerde kullanılanlar hariç)",31,manufacturing,mobilya imalatı,sandalye koltuk kanepe oturma takımı çekyat divan markiz vb imalatı iskelet imalatı dahil plastik olanlar ile bürolarda ve park ve bahçelerde kullanılanlar hariç
K,AĞAÇ İŞLERİ,A.06,Mobilya imalatı,31.00.04,"Mağazalar için tezgah, banko, vitrin, raf, çekmeceli dolap vb. özel mobilya imalatı (laboratuvarlar ve teknik bürolar için olanlar hariç)",31,manufacturing,mobilya imalatı,mağazalar için tezgah banko vitrin raf çekmeceli dolap vb özel mobilya imalatı laboratuvarlar ve teknik bürolar için olanlar hariç
K,AĞAÇ İŞLERİ,A.06,Mobilya imalatı,31.00.07,"Park ve bahçelerde kullanılan bank, masa, tabure, sandalye, koltuk, vb. mobilyaların imalatı (plastik olanlar hariç)",31,manufacturing,mobilya imalatı,park ve bahçelerde kullanılan bank masa tabure sandalye koltuk vb mobilyaların imalatı plastik olanlar hariç
K,AĞAÇ İŞLERİ,A.06,Mobilya imalatı,31.00.90,Diğer mobilyaların imalatı,31,manufacturing,mobilya imalatı,diğer mobilyaların imalatı
K,AĞAÇ İŞLERİ,A.06,Mobilya imalatı,43.32.01,"Hazır mutfaklar, mutfak tezgahları, gömme dolaplar, iç merdivenler ile ince tahta, lambri ve benzerlerinin montajı işleri",43,construction,mobilya imalatı,hazır mutfaklar mutfak tezgahları gömme dolaplar iç merdivenler ile ince tahta lambri ve benzerlerinin montajı işleri
K,AĞAÇ İŞLERİ,A.07,Mobilya ticareti,46.15.01,Mobilyaların toptan satışı ile ilgili aracıların faaliyetleri,46,trade,mobilya ticareti,mobilyaların toptan satışı ile ilgili aracıların faaliyetleri
K,AĞAÇ İŞLERİ,A.07,Mobilya ticareti,46.47.01,Mobilya ve mobilya aksesuarları toptan ticareti (yatak dahil),46,trade,mobilya ticareti,mobilya ve mobilya aksesuarları toptan ticareti yatak dahil
K,AĞAÇ İŞLERİ,A.07,Mobilya ticareti,46.47.04,Büro mobilyalarının toptan ticareti,46,trade,mobilya ticareti,büro mobilyalarının toptan ticareti
H,AĞAÇ İŞLERİ,A.07,Mobilya ticareti,47.55.03,"Ev mobilyalarının ve aksesuarlarının perakende ticareti (baza, somya, karyola dahil; hasır ve sepetçi söğüdü gibi malzemelerden olanlar hariç)",47,trade,mobilya ticareti,ev mobilyalarının ve aksesuarlarının perakende ticareti baza somya karyola dahil hasır ve sepetçi söğüdü gibi malzemelerden olanlar hariç
K,AĞAÇ İŞLERİ,A.07,Mobilya ticareti,47.55.06,Büro mobilyaları ve aksesuarlarının perakende ticareti,47,trade,mobilya ticareti,büro mobilyaları ve aksesuarlarının perakende ticareti
D,AĞAÇ İŞLERİ,A.07,Mobilya ticareti,47.55.07,Bahçe mobilyalarının perakende ticareti,47,trade,mobilya ticareti,bahçe mobilyalarının perakende ticareti
D,AĞAÇ İŞLERİ,A.07,Mobilya ticareti,47.55.08,Yatak perakende ticareti,47,trade,mobilya ticareti,yatak perakende ticareti
D,AĞAÇ İŞLERİ,A.07,Mobilya ticareti,77.33.02,Büro mobilyalarının kiralanması ve leasingi (büro sandalyesi ve masasının kiralanması dahil) (finansal leasing hariç),77,services,mobilya ticareti,büro mobilyalarının kiralanması ve leasingi büro sandalyesi ve masasının kiralanması dahil finansal leasing hariç
D,AĞAÇ İŞLERİ,A.08,"Yakacak imalatı, ticareti",02.20.01,Endüstriyel ve yakacak odun üretimi (geleneksel yöntemlerle odun kömürü üretimi dahil),02,agriculture,yakacak imalatı ticareti,endüstriyel ve yakacak odun üretimi geleneksel yöntemlerle odun kömürü üretimi dahil
D,AĞAÇ İŞLERİ,A.08,"Yakacak imalatı, ticareti",16.26.00,Bitkisel biyokütleden katı yakıt imalatı,16,manufacturing,yakacak imalatı ticareti,bitkisel biyokütleden katı yakıt imalatı
D,AĞAÇ İŞLERİ,A.08,"Yakacak imalatı, ticareti",19.20.12,"Turba, linyit ve taş kömürü briketleri imalatı (kömür tozundan basınçla elde edilen yakıt)",19,manufacturing,yakacak imalatı ticareti,turba linyit ve taş kömürü briketleri imalatı kömür tozundan basınçla elde edilen yakıt
D,AĞAÇ İŞLERİ,A.08,"Yakacak imalatı, ticareti",46.81.03,Katı yakıtlar ve bunlarla ilgili ürünlerin toptan ticareti,46,trade,yakacak imalatı ticareti,katı yakıtlar ve bunlarla ilgili ürünlerin toptan ticareti
D,AĞAÇ İŞLERİ,A.08,"Yakacak imalatı, ticareti",47.78.02,Kömür ve yakacak odun perakende ticareti,47,trade,yakacak imalatı ticareti,kömür ve yakacak odun perakende ticareti
D,AĞAÇ İŞLERİ,A.08,"Yakacak imalatı, ticareti",47.78.31,"Mağaza, tezgah, pazar yeri dışında müşterinin istediği yere ulaştırılarak yapılan doğrudan yakıt satışı (kalorifer yakıtı, yakacak odun, vb.)",47,trade,yakacak imalatı ticareti,mağaza tezgah pazar yeri dışında müşterinin istediği yere ulaştırılarak yapılan doğrudan yakıt satışı kalorifer yakıtı yakacak odun vb
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.01,"Ajans, organizasyon faaliyetleri",74.99.01,"Sanatçı, sporcu, şovmen, manken ve diğerleri için ajansların ve menajerlerin faaliyetleri",74,services,ajans organizasyon faaliyetleri,sanatçı sporcu şovmen manken ve diğerleri için ajansların ve menajerlerin faaliyetleri
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.01,"Ajans, organizasyon faaliyetleri",77.39.99,Başka yerde sınıflandırılmamış diğer makine ve ekipmanların sürücüsüz kiralanması ve leasingi ile maddi malların kiralanması ve operasyonel leasingi,77,services,ajans organizasyon faaliyetleri,başka yerde sınıflandırılmamış diğer makine ve ekipmanların sürücüsüz kiralanması ve leasingi ile maddi malların kiralanması ve operasyonel leasingi
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.01,"Ajans, organizasyon faaliyetleri",78.10.04,Oyuncu seçme ajansları ve bürolarının faaliyetleri,78,services,ajans organizasyon faaliyetleri,oyuncu seçme ajansları ve bürolarının faaliyetleri
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.01,"Ajans, organizasyon faaliyetleri",79.90.99,"Başka yerde sınıflandırılmamış diğer rezervasyon hizmetleri ve ilgili faaliyetler (turizm tanıtım faaliyetleri, vb.)",79,services,ajans organizasyon faaliyetleri,başka yerde sınıflandırılmamış diğer rezervasyon hizmetleri ve ilgili faaliyetler turizm tanıt faaliyetleri vb
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.01,"Ajans, organizasyon faaliyetleri",82.30.02,Kongre ve ticari gösteri organizasyonu,82,services,ajans organizasyon faaliyetleri,kongre ve ticari gösteri organizasyonu
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.01,"Ajans, organizasyon faaliyetleri",82.40.01,"Spor, müzik, tiyatro ve diğer eğlence etkinlikleri için yer ayırma (rezervasyon) ve bilet satılması faaliyeti",82,services,ajans organizasyon faaliyetleri,spor müzik tiyatro ve diğer eğlence etkinlikleri için yer ayırma rezervasyon ve bilet satılması faaliyeti
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.01,"Ajans, organizasyon faaliyetleri",90.20.01,"Bağımsız aktör, aktrist ve dublörlerin faaliyetleri",90,services,ajans organizasyon faaliyetleri,bağımsız aktör aktrist ve dublörlerin faaliyetleri
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.01,"Ajans, organizasyon faaliyetleri",90.39.90,Sanat ve gösteri sanatlarına yönelik diğer destek faaliyetleri (sanat ve gösteri sanatlarına yönelik yönetmenlerin ve yapımcıların faaliyetleri hariç),90,services,ajans organizasyon faaliyetleri,sanat ve gösteri sanatlarına yönelik diğer destek faaliyetleri sanat ve gösteri sanatlarına yönelik yönetmenlerin ve yapımcıların faaliyetleri hariç
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.01,"Ajans, organizasyon faaliyetleri",93.19.02,Spor etkinlikleri yapımcılarının faaliyetleri ile bu etkinliklerin kendi tesisleri olmayan kuruluşlar tarafından düzenlenmesi faaliyetleri (spor kulüpleri tarafından yapılanlar hariç),93,services,ajans organizasyon faaliyetleri,spor etkinlikleri yapımcılarının faaliyetleri ile bu etkinliklerin kendi tesisleri olmayan kuruluşlar tarafından düzenlenmesi faaliyetleri spor kulüpleri tarafından yapılanlar hariç
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.01,"Ajans, organizasyon faaliyetleri",93.29.12,"Sanatsal olmayan etkinliklerin organizasyonuyla ilgili görsel-işitsel ekipmanların ve özel efektlerin teknik planlanması, temini, kurulumu ve işletilmesi",93,services,ajans organizasyon faaliyetleri,sanatsal olmayan etkinliklerin organizasyonuyla ilgili görsel işitsel ekipmanların ve özel efektlerin teknik planlanması temini kurulumu ve işletilmesi
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.02,Düğün salonu işletmeciliği,93.29.02,"Düğün, balo ve kokteyl salonlarının işletilmesi",93,services,düğün salonu işletmeciliği,düğün balo ve kokteyl salonlarının işletilmesi
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.02,Düğün salonu işletmeciliği,96.99.14,Nikah salonlarının hizmetleri,96,services,düğün salonu işletmeciliği,nikah salonlarının hizmetleri
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.02,Düğün salonu işletmeciliği,96.99.15,"Söz, isteme ve davet evleri hizmetleri",96,services,düğün salonu işletmeciliği,söz isteme ve davet evleri hizmetleri
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.03,Eğlence yerleri işletmeciliği,59.14.02,Sinema filmi gösterim faaliyetleri,59,services,eğlence yerleri işletmeciliği,sinema filmi göster faaliyetleri
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.03,Eğlence yerleri işletmeciliği,90.20.04,Sirklerin faaliyetleri,90,services,eğlence yerleri işletmeciliği,sirklerin faaliyetleri
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.03,Eğlence yerleri işletmeciliği,93.21.01,"Eğlence parkları ve tema parklarının faaliyetleri (bağımsız sağlayıcılar tarafından mekanik at ve arabaların, oyunların ve gösterilerin işletilmesi hariç)",93,services,eğlence yerleri işletmeciliği,eğlence parkları ve tema parklarının faaliyetleri bağımsız sağlayıcılar tarafından mekanik at ve arabaların oyunların ve gösterilerin işletilmesi hariç
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.03,Eğlence yerleri işletmeciliği,93.29.01,"Plaj alanlarının işletilmesi (bu tesislerin bütünleyici bir parçası olan soyunma odası, dolap, sandalye, kano, deniz motosikleti vb. kiralanması dahil)",93,services,eğlence yerleri işletmeciliği,plaj alanlarının işletilmesi bu tesislerin bütünleyici bir parçası olan soyunma odası dolap sandalye kano deniz motosikleti vb kiralanması dahil
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.03,Eğlence yerleri işletmeciliği,93.29.10,Dinlence (rekreasyon) parklarının faaliyetleri (konaklamalı olanlar ile eğlence parkları ve tema parklarının işletilmesi hariç),93,services,eğlence yerleri işletmeciliği,dinlence rekreasyon parklarının faaliyetleri konaklamalı olanlar ile eğlence parkları ve tema parklarının işletilmesi hariç
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.03,Eğlence yerleri işletmeciliği,93.29.99,Başka yerde sınıflandırılmamış diğer eğlence ve dinlence (rekreasyon) faaliyetleri,93,services,eğlence yerleri işletmeciliği,başka yerde sınıflandırılmamış diğer eğlence ve dinlence rekreasyon faaliyetleri
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.04,Gazinoculuk,56.30.04,"Bar, meyhane ve birahanelerde içecek sunum faaliyetleri (alkollü-alkolsüz)",56,food,gazinoculuk,bar meyhane ve birahanelerde içecek sun faaliyetleri alkollü alkolsüz
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.04,Gazinoculuk,56.30.05,"Gazino, gece kulübü, taverna, diskotek, kokteyl salonları, vb. yerlerde içecek sunum faaliyetleri (alkollü-alkolsüz)",56,food,gazinoculuk,gazino gece kulübü taverna diskotek kokteyl salonları vb yerlerde içecek sun faaliyetleri alkollü alkolsüz
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.05,"Kahvehanecilik, kıraathanecilik",56.30.02,"Çay ocakları, kıraathaneler, kahvehaneler, kafeler (içecek ağırlıklı hizmet veren), meyve suyu salonları ve çay bahçelerinde içecek sunum faaliyeti",56,food,kahvehanecilik kıraathanecilik,çay ocakları kıraathaneler kahvehaneler kafeler içecek ağırlıklı hizmet veren meyve suyu salonları ve çay bahçelerinde içecek sun faaliyeti
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.05,"Kahvehanecilik, kıraathanecilik",56.30.90,Seyyar içecek satanlar ile diğer içecek sunum faaliyetleri (Trenlerde ve gemilerde işletilen barların faaliyetleri (alkollü-alkolsüz) dahil),56,food,kahvehanecilik kıraathanecilik,seyyar içecek satanlar ile diğer içecek sun faaliyetleri trenlerde ve gemilerde işletilen barların faaliyetleri alkollü alkolsüz dahil
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.06,Lokal işletmeciliği,56.30.03,Lokallerde içecek sunum faaliyeti (alkollü-alkolsüz),56,food,lokal işletmeciliği,lokallerde içecek sun faaliyeti alkollü alkolsüz
D,"EĞLENCE, DİNLENME, ORGANİZASYON",B.07,"Otel, pansiyon, yurt işletmeciliği",55.10.02,Otel vb. konaklama yerlerinin faaliyetleri (günlük temizlik ve yatak yapma hizmeti sağlanan yerlerin faaliyetleri) (kendi müşterilerine restoran hizmeti vermeyenler ile devre mülkler hariç),55,services,otel pansiyon yurt işletmeciliği,otel vb konaklama yerlerinin faaliyetleri günlük temizlik ve yatak yapma hizmeti sağlanan yerlerin faaliyetleri kendi müşterilerine restoran hizmeti vermeyenler ile devre mülkler hariç
